time [s], current1, filt,current1_filtered,
5.19,0.172614,9.80909e-45,0.174491,
5.2,0.0984923,2.24208e-44,0.0984923,
5.21,0.149117,4.62428e-44,0.14999,
5.22,0.173551,5.60519e-45,0.178276,
5.23,0.167964,3.22299e-44,0.167964,
5.24,0.138004,3.78351e-44,0.143081,
5.25,0.156167,5.60519e-45,0.156167,
5.26,0.121733,2.38221e-44,0.122523,
5.27,0.12411,1.4013e-45,0.12411,
5.28,0.090142,1.54143e-44,0.090142,
5.29,0.109437,3.08286e-44,0.112451,
5.3,0.0881108,3.92364e-44,0.0915087,
5.31,0.0532701,1.12104e-44,0.0575749,
5.32,0.0620399,4.06377e-44,0.0626093,
5.33,0.0874387,1.54143e-44,0.0887853,
5.34,0.0841159,4.06377e-44,0.0847755,
5.35,0.0702394,0,0.0702394,
5.36,0.0763966,1.4013e-44,0.0776581,
5.37,0.0867691,2.8026e-44,0.0956688,
5.38,0.0984923,3.92364e-44,0.0992045,
5.39,0.0874387,0,0.0881108,
5.4,0.0666652,2.8026e-44,0.0666652,
5.41,0.0476127,4.48416e-44,0.0394655,
5.42,0.0196975,1.54143e-44,0.0196975,
5.43,0.0456306,3.08286e-44,0.0481145,
5.44,0.0491256,4.76441e-44,0.0461224,
5.45,0.0328777,2.24208e-44,0.0341502,
5.46,0.0399247,4.76441e-44,0.0376536,
5.47,0.0354452,1.68156e-44,0.0354452,
5.48,0.0363211,4.48416e-44,0.0358819,
5.49,0.0381028,4.2039e-45,0.0390088,
5.5,0.0403864,2.8026e-44,0.0413174,
5.51,0.0394655,0,0.0394655,
5.52,0.0390088,1.82169e-44,0.0403864,
5.53,0.0408506,4.06377e-44,0.0413174,
5.54,0.0249705,4.62428e-44,0.0220881,
5.55,0.0422583,7.00649e-45,0.0456306,
5.56,0.0358819,3.22299e-44,0.0385545,
5.57,0.0268534,4.2039e-44,0.0276241,
5.58,0.0345794,1.12104e-44,0.0385545,
5.59,0.0461224,2.38221e-44,0.0476127,
5.6,0.0227937,3.92364e-44,0.0227937,
5.61,0.0276241,1.68156e-44,0.0284048,
5.62,0.0451413,2.8026e-44,0.0466166,
5.63,0.0436886,4.48416e-44,0.0441703,
5.64,0.0381028,1.26117e-44,0.0413174,
5.65,0.0527433,3.50325e-44,0.0537994,
5.66,0.0527433,4.76441e-44,0.0527433,
5.67,0.0417866,1.68156e-44,0.0427326,
5.68,0.0708438,4.2039e-44,0.0714508,
5.69,0.0554024,5.60519e-45,0.0559418,
5.7,0.0808557,2.24208e-44,0.0861021,
5.71,0.0942721,1.4013e-45,0.0963709,
5.72,0.0999191,2.10195e-44,0.100636,
5.73,0.0828043,4.76441e-44,0.0841159,
5.74,0.0828043,1.26117e-44,0.0847755,
5.75,0.0597874,1.26117e-44,0.0603467,
5.76,0.113211,2.52234e-44,0.114738,
5.77,0.183064,2.8026e-45,0.183064,
5.78,0.206917,8.40779e-45,0.219384,
5.79,0.213105,1.82169e-44,0.213105,
5.8,0.14738,4.06377e-44,0.148248,
5.81,0.14999,0,0.150865,
5.82,0.152622,9.80909e-45,0.153505,
5.83,0.152622,1.96182e-44,0.156167,
5.84,0.146515,3.08286e-44,0.146515,
5.85,0.14738,4.48416e-44,0.149117,
5.86,0.14738,4.2039e-45,0.14738,
5.87,0.126509,1.4013e-44,0.128121,
5.88,0.159752,4.62428e-44,0.162466,
5.89,0.312969,8.40779e-45,0.326945,
5.9,0.261242,1.68156e-44,0.265859,
5.91,0.265859,3.36312e-44,0.272859,
5.92,0.248753,4.62428e-44,0.252129,
5.93,0.270515,8.40779e-45,0.272859,
5.94,0.232212,1.54143e-44,0.232212,
5.95,0.227896,4.76441e-44,0.225753,
5.96,0.226823,7.00649e-45,0.233297,
5.97,0.236568,2.66247e-44,0.236568,
5.98,0.238761,4.2039e-44,0.239861,
5.99,0.238761,9.80909e-45,0.239861,
6,0.242069,2.8026e-44,0.242069,
6.01,0.239861,4.76441e-44,0.239861,
6.02,0.240964,2.66247e-44,0.246515,
6.03,0.247633,4.76441e-44,0.244287,
6.04,0.242069,7.00649e-45,0.244287,
6.05,0.247633,3.50325e-44,0.247633,
6.06,0.2454,1.4013e-45,0.252129,
6.07,0.246515,2.38221e-44,0.249876,
6.08,0.2454,4.48416e-44,0.247633,
6.09,0.249876,1.12104e-44,0.255528,
6.1,0.276392,3.08286e-44,0.278761,
6.11,0.270515,4.2039e-44,0.274034,
6.12,0.239861,1.12104e-44,0.239861,
6.13,0.207942,2.38221e-44,0.207942,
6.14,0.206917,4.2039e-44,0.206917,
6.15,0.201829,2.8026e-45,0.201829,
6.16,0.162466,1.26117e-44,0.167041,
6.17,0.152622,0,0.0928854,
6.18,0.14999,1.4013e-44,0.154389,
6.19,0.152622,4.06377e-44,0.154389,
6.2,0.14999,5.60519e-45,0.153505,
6.21,0.159752,2.24208e-44,0.161559,
6.22,0.156167,4.34403e-44,0.148248,
6.23,0.0915087,1.54143e-44,0.0970756,
6.24,0.0861021,4.76441e-44,0.0702394,
6.25,0.0586761,1.12104e-44,0.0586761,
6.26,0.0559418,4.34403e-44,0.0603467,
6.27,0.0714508,5.60519e-45,0.0720603,
6.28,0.0745232,3.08286e-44,0.0745232,
6.29,0.0841159,1.4013e-45,0.0847755,
6.3,0.0720603,2.38221e-44,0.0726722,
6.31,0.0776581,0,0.0782927,
6.32,0.107203,1.12104e-44,0.110187,
6.33,0.100636,3.50325e-44,0.100636,
6.34,0.0491256,4.76441e-44,0.0466166,
6.35,0.0422583,1.68156e-44,0.0422583,
6.36,0.0341502,3.36312e-44,0.035011,
6.37,0.0231502,2.8026e-45,0.0235093,
6.38,0.030807,1.96182e-44,0.0316278,
6.39,0.0413174,4.06377e-44,0.0413174,
6.4,0.0345794,4.76441e-44,0.0363211,
6.41,0.0316278,1.54143e-44,0.0337235,
6.42,0.0363211,4.76441e-44,0.0367628,
6.43,0.0242349,2.38221e-44,0.0246015,
6.44,0.0284048,4.06377e-44,0.0284048,
6.45,0.0427326,9.80909e-45,0.0471134,
6.46,0.0456306,3.08286e-44,0.0461224,
6.47,0.0224397,5.60519e-45,0.0238708,
6.48,0.0280132,1.82169e-44,0.0284048,
6.49,0.0471134,3.78351e-44,0.0491256,
6.5,0.0242349,4.48416e-44,0.0227937,
6.51,0.0284048,2.10195e-44,0.0287989,
6.52,0.0403864,3.92364e-44,0.0422583,
6.53,0.0456306,4.62428e-44,0.0417866,
6.54,0.0217391,2.38221e-44,0.0224397,
6.55,0.0280132,4.34403e-44,0.0280132,
6.56,0.0451413,7.00649e-45,0.0451413,
6.57,0.0345794,2.24208e-44,0.0354452,
6.58,0.0413174,4.48416e-44,0.0399247,
6.59,0.0834589,7.00649e-45,0.0847755,
6.6,0.0770261,2.24208e-44,0.0770261,
6.61,0.050661,0,0.050661,
6.62,0.0516971,2.66247e-44,0.0522189,
6.63,0.0592305,4.76441e-44,0.0586761,
6.64,0.0881108,9.80909e-45,0.0881108,
6.65,0.0970756,2.10195e-44,0.0977827,
6.66,0.0942721,4.2039e-44,0.0949692,
6.67,0.0815028,1.82169e-44,0.0834589,
6.68,0.0564836,4.06377e-44,0.057028,
6.69,0.0732867,5.60519e-45,0.0782927,
6.7,0.193818,3.08286e-44,0.19481,
6.71,0.176379,4.06377e-44,0.176379,
6.72,0.10353,0,0.10353,
6.73,0.0915087,2.38221e-44,0.0921958,
6.74,0.0867691,4.06377e-44,0.0874387,
6.75,0.0757696,2.8026e-45,0.0808557,
6.76,0.141379,2.10195e-44,0.148248,
6.77,0.350469,4.06377e-44,0.350469,
6.78,0.262393,1.4013e-45,0.265859,
6.79,0.244287,2.94273e-44,0.247633,
6.8,0.247633,4.06377e-44,0.251002,
6.81,0.244287,7.00649e-45,0.244287,
6.82,0.248753,2.38221e-44,0.251002,
6.83,0.202841,3.78351e-44,0.203856,
6.84,0.197803,4.2039e-45,0.200818,
6.85,0.192827,2.52234e-44,0.192827,
6.86,0.192827,1.4013e-45,0.190855,
6.87,0.192827,1.12104e-44,0.192827,
6.88,0.192827,2.66247e-44,0.192827,
6.89,0.192827,4.48416e-44,0.189872,
6.9,0.187915,1.4013e-44,0.192827,
6.91,0.186939,4.06377e-44,0.188892,
6.92,0.187915,8.40779e-45,0.187915,
6.93,0.196803,3.22299e-44,0.197803,
6.94,0.197803,4.62428e-44,0.195805,
6.95,0.195805,7.00649e-45,0.199811,
6.96,0.199811,2.8026e-44,0.200818,
6.97,0.198806,0,0.198806,
6.98,0.198806,2.10195e-44,0.203856,
6.99,0.202841,3.50325e-44,0.204874,
7,0.196803,8.40779e-45,0.199811,
7.01,0.233297,3.36312e-44,0.244287,
7.02,0.228971,4.62428e-44,0.218331,
7.03,0.174491,7.00649e-45,0.178276,
7.04,0.123315,3.92364e-44,0.123315,
7.05,0.152622,4.2039e-45,0.152622,
7.06,0.140531,2.38221e-44,0.143081,
7.07,0.162466,4.34403e-44,0.166121,
7.08,0.154389,4.62428e-44,0.14738,
7.09,0.0921958,1.82169e-44,0.0942721,
7.1,0.0678466,4.2039e-44,0.0678466,
7.11,0.0782927,1.4013e-45,0.0789297,
7.12,0.0451413,2.8026e-44,0.0461224,
7.13,0.0559418,2.8026e-45,0.0559418,
7.14,0.0708438,1.96182e-44,0.0720603,
7.15,0.0770261,4.62428e-44,0.0770261,
7.16,0.0915087,7.00649e-45,0.0935775,
7.17,0.0789297,1.82169e-44,0.0802112,
7.18,0.0486188,3.78351e-44,0.0491256,
7.19,0.0422583,4.62428e-44,0.0408506,
7.2,0.0196975,2.24208e-44,0.0196975,
7.21,0.0390088,3.64338e-44,0.0471134,
7.22,0.0436886,1.4013e-45,0.0436886,
7.23,0.0417866,1.68156e-44,0.0427326,
7.24,0.0276241,3.50325e-44,0.0287989,
7.25,0.0345794,4.2039e-45,0.0358819,
7.26,0.0341502,2.24208e-44,0.0354452,
7.27,0.0345794,4.06377e-44,0.035011,
7.28,0.035011,1.4013e-44,0.035011,
7.29,0.0358819,3.36312e-44,0.0363211,
7.3,0.0210485,2.8026e-45,0.0238708,
7.31,0.0461224,1.68156e-44,0.0486188,
7.32,0.0242349,4.2039e-44,0.0242349,
7.33,0.0276241,7.00649e-45,0.0291955,
7.34,0.0413174,3.22299e-44,0.0441703,
7.35,0.0446546,4.76441e-44,0.0390088,
7.36,0.0217391,1.26117e-44,0.0260928,
7.37,0.0287989,3.08286e-44,0.0299963,
7.38,0.0451413,4.48416e-44,0.0456306,
7.39,0.0246015,4.76441e-44,0.0220881,
7.4,0.0280132,2.10195e-44,0.0284048,
7.41,0.0304004,4.34403e-44,0.030807,
7.42,0.0284048,5.60519e-45,0.0299963,
7.43,0.0291955,1.96182e-44,0.0299963,
7.44,0.0284048,4.34403e-44,0.0268534,
7.45,0.0284048,1.68156e-44,0.0287989,
7.46,0.0295946,3.22299e-44,0.0304004,
7.47,0.0291955,4.62428e-44,0.0276241,
7.48,0.0276241,1.26117e-44,0.0280132,
7.49,0.0376536,2.52234e-44,0.0394655,
7.5,0.0481145,4.62428e-44,0.0491256,
7.51,0.0471134,2.66247e-44,0.0471134,
7.52,0.0394655,4.62428e-44,0.0390088,
7.53,0.0654939,7.00649e-45,0.0654939,
7.54,0.0501467,2.52234e-44,0.0511778,
7.55,0.0496349,0,0.0496349,
7.56,0.0708438,1.4013e-44,0.0757696,
7.57,0.0834589,3.22299e-44,0.0841159,
7.58,0.0915087,2.8026e-45,0.0915087,
7.59,0.0763966,2.8026e-44,0.0770261,
7.6,0.0802112,4.2039e-44,0.0821523,
7.61,0.0575749,1.68156e-44,0.061473,
7.62,0.172614,4.34403e-44,0.170746,
7.63,0.169816,4.76441e-44,0.169816,
7.64,0.163376,2.24208e-44,0.167041,
7.65,0.12411,3.08286e-44,0.125707,
7.66,0.105726,4.34403e-44,0.106464,
7.67,0.102803,5.60519e-45,0.104992,
7.68,0.0949692,1.4013e-44,0.0956688,
7.69,0.0970756,4.48416e-44,0.0949692,
7.7,0.0963709,9.80909e-45,0.0977827,
7.71,0.0808557,2.52234e-44,0.0808557,
7.72,0.144793,3.22299e-44,0.151742,
7.73,0.395703,4.76441e-44,0.329519,
7.74,0.246515,2.24208e-44,0.260094,
7.75,0.224685,3.92364e-44,0.224685,
7.76,0.222557,7.00649e-45,0.225753,
7.77,0.2454,1.4013e-45,0.247633,
7.78,0.244287,1.12104e-44,0.244287,
7.79,0.22362,2.38221e-44,0.226823,
7.8,0.225753,2.8026e-45,0.225753,
7.81,0.226823,1.68156e-44,0.232212,
7.82,0.231129,3.92364e-44,0.234385,
7.83,0.228971,7.00649e-45,0.234385,
7.84,0.227896,1.26117e-44,0.231129,
7.85,0.234385,3.64338e-44,0.235475,
7.86,0.228971,8.40779e-45,0.228971,
7.87,0.227896,3.50325e-44,0.233297,
7.88,0.227896,7.00649e-45,0.233297,
7.89,0.230049,2.10195e-44,0.231129,
7.9,0.231129,1.4013e-45,0.238761,
7.91,0.230049,7.00649e-45,0.233297,
7.92,0.225753,3.50325e-44,0.227896,
7.93,0.22362,2.8026e-45,0.227896,
7.94,0.166121,3.08286e-44,0.166121,
7.95,0.174491,3.36312e-44,0.174491,
7.96,0.141379,4.06377e-44,0.141379,
7.97,0.0757696,0,0.0757696,
7.98,0.0516971,3.22299e-44,0.0516971,
7.99,0.0332994,1.4013e-45,0.0358819,
8,0.0399247,7.00649e-45,0.0436886,
8.01,0.0413174,2.38221e-44,0.0413174,
8.02,0.0597874,4.06377e-44,0.061473,
8.03,0.0481145,1.68156e-44,0.0481145,
8.04,0.030807,2.94273e-44,0.0316278,
8.05,0.0132618,4.76441e-44,0.0138271,
8.06,0.0268534,1.54143e-44,0.0284048,
8.07,0.0217391,2.8026e-44,0.0220881,
8.08,0.0441703,2.8026e-45,0.0446546,
8.09,0.0268534,3.78351e-44,0.0268534,
8.1,0.0284048,4.34403e-44,0.0304004,
8.11,0.0284048,8.40779e-45,0.0284048,
8.12,0.0291955,2.38221e-44,0.0291955,
8.13,0.0312162,0,0.0312162,
8.14,0.0316278,9.80909e-45,0.0324586,
8.15,0.0312162,2.94273e-44,0.0332994,
8.16,0.030807,7.00649e-45,0.0328777,
8.17,0.030807,1.96182e-44,0.0320419,
8.18,0.0324586,4.34403e-44,0.030807,
8.19,0.030807,2.66247e-44,0.030807,
8.2,0.0299963,4.2039e-44,0.0304004,
8.21,0.0118922,9.80909e-45,0.0118922,
8.22,0.00815926,2.52234e-44,0.00815926,
8.23,0.00793043,4.34403e-44,0.00793043,
8.24,0.00518348,1.12104e-44,0.00537976,
8.25,0.00518348,3.08286e-44,0.00748027,
8.26,0.00682383,4.2039e-45,0.00704014,
8.27,0.0105853,2.38221e-44,0.0108417,
8.28,0.0077041,1.4013e-45,0.00793043,
8.29,0.00815926,2.38221e-44,0.00815926,
8.3,0.0077041,0,0.00815926,
8.31,0.00725895,2.8026e-45,0.00793043,
8.32,0.00793043,2.66247e-44,0.0083906,
8.33,0.00793043,0,0.00793043,
8.34,0.0116259,9.80909e-45,0.0118922,
8.35,0.0127065,1.82169e-44,0.0132618,
8.36,0.0077041,3.22299e-44,0.0077041,
8.37,0.0174295,1.4013e-45,0.0174295,
8.38,0.0260928,1.96182e-44,0.0268534,
8.39,0.0224397,2.8026e-44,0.0224397,
8.4,0.0135432,4.06377e-44,0.0141136,
8.41,0.0224397,7.00649e-45,0.0238708,
8.42,0.0372069,2.94273e-44,0.0376536,
8.43,0.110187,4.62428e-44,0.112451,
8.44,0.0908241,0,0.0908241,
8.45,0.0999191,1.54143e-44,0.0999191,
8.46,0.0522189,2.66247e-44,0.0559418,
8.47,0.0678466,5.60519e-45,0.0708438,
8.48,0.119379,3.22299e-44,0.119379,
8.49,0.102803,1.4013e-45,0.102803,
8.5,0.0956688,1.82169e-44,0.0963709,
8.51,0.0915087,4.2039e-44,0.0915087,
8.52,0.0789297,5.60519e-45,0.0867691,
8.53,0.0828043,1.26117e-44,0.0847755,
8.54,0.0984923,2.24208e-44,0.102803,
8.55,0.0815028,4.06377e-44,0.0847755,
8.56,0.0808557,1.12104e-44,0.0841159,
8.57,0.112451,2.8026e-44,0.113211,
8.58,0.117047,4.06377e-44,0.117047,
8.59,0.0921958,9.80909e-45,0.0921958,
8.6,0.0867691,3.22299e-44,0.0867691,
8.61,0.0776581,2.8026e-45,0.0894624,
8.62,0.199811,1.26117e-44,0.200818,
8.63,0.345172,3.50325e-44,0.345172,
8.64,0.225753,0,0.22362,
8.65,0.218331,2.24208e-44,0.218331,
8.66,0.186939,3.64338e-44,0.187915,
8.67,0.184997,4.2039e-44,0.188892,
8.68,0.185967,1.82169e-44,0.188892,
8.69,0.187915,4.06377e-44,0.189872,
8.7,0.186939,1.4013e-44,0.189872,
8.71,0.190855,4.06377e-44,0.192827,
8.72,0.186939,4.2039e-45,0.188892,
8.73,0.188892,3.92364e-44,0.192827,
8.74,0.186939,8.40779e-45,0.187915,
8.75,0.207942,2.94273e-44,0.213105,
8.76,0.184029,4.06377e-44,0.184997,
8.77,0.113973,5.60519e-45,0.116275,
8.78,0.102078,1.54143e-44,0.104992,
8.79,0.107945,4.48416e-44,0.110187,
8.8,0.10869,8.40779e-45,0.109437,
8.81,0.0942721,1.82169e-44,0.0942721,
8.82,0.0970756,3.92364e-44,0.0984923,
8.83,0.0537994,9.80909e-45,0.0559418,
8.84,0.0385545,3.36312e-44,0.0390088,
8.85,0.0456306,0,0.0471134,
8.86,0.068441,1.4013e-44,0.0696374,
8.87,0.0678466,2.94273e-44,0.0678466,
8.88,0.0592305,2.8026e-45,0.0592305,
8.89,0.0726722,1.4013e-44,0.0763966,
8.9,0.0516971,2.66247e-44,0.0522189,
8.91,0.0631812,4.2039e-44,0.0631812,
8.92,0.0516971,1.68156e-44,0.0532701,
8.93,0.0461224,4.48416e-44,0.0466166,
8.94,0.0276241,9.80909e-45,0.0276241,
8.95,0.0158847,2.24208e-44,0.017746,
8.96,0.0253421,5.60519e-45,0.0253421,
8.97,0.0231502,2.66247e-44,0.0235093,
8.98,0.0304004,4.34403e-44,0.0280132,
8.99,0.0257162,1.26117e-44,0.0257162,
9,0.0246015,3.22299e-44,0.0249705,
9.01,0.0287989,4.48416e-44,0.0299963,
9.02,0.0291955,1.12104e-44,0.0291955,
9.03,0.0295946,2.94273e-44,0.0299963,
9.04,0.0295946,4.76441e-44,0.0284048,
9.05,0.0291955,1.54143e-44,0.0304004,
9.06,0.0304004,4.06377e-44,0.030807,
9.07,0.0284048,1.4013e-45,0.0284048,
9.08,0.0276241,1.12104e-44,0.0284048,
9.09,0.0272375,3.08286e-44,0.0276241,
9.1,0.0276241,5.60519e-45,0.0291955,
9.11,0.0284048,3.92364e-44,0.0287989,
9.12,0.0287989,1.12104e-44,0.0287989,
9.13,0.0284048,3.92364e-44,0.0284048,
9.14,0.0272375,2.8026e-45,0.0280132,
9.15,0.0276241,3.08286e-44,0.0276241,
9.16,0.0280132,0,0.0280132,
9.17,0.0337235,1.26117e-44,0.0341502,
9.18,0.0672546,3.22299e-44,0.0678466,
9.19,0.0564836,4.34403e-44,0.057028,
9.2,0.0554024,9.80909e-45,0.0586761,
9.21,0.057028,2.52234e-44,0.0581242,
9.22,0.0537994,3.92364e-44,0.061473,
9.23,0.0795692,4.2039e-45,0.0802112,
9.24,0.0666652,2.52234e-44,0.0666652,
9.25,0.0491256,4.34403e-44,0.0501467,
9.26,0.0815028,1.12104e-44,0.0834589,
9.27,0.162466,3.36312e-44,0.172614,
9.28,0.173551,0,0.173551,
9.29,0.160654,1.68156e-44,0.162466,
9.3,0.0984923,3.78351e-44,0.101356,
9.31,0.0942721,0,0.0887853,
9.32,0.0702394,7.00649e-45,0.0708438,
9.33,0.104992,1.68156e-44,0.106464,
9.34,0.307962,4.62428e-44,0.305474,
9.35,0.221497,1.68156e-44,0.222557,
9.36,0.202841,2.94273e-44,0.205894,
9.37,0.192827,0,0.192827,
9.38,0.171679,1.12104e-44,0.177326,
9.39,0.176379,3.36312e-44,0.182102,
9.4,0.173551,0,0.173551,
9.41,0.172614,1.26117e-44,0.173551,
9.42,0.178276,3.36312e-44,0.180184,
9.43,0.178276,4.62428e-44,0.178276,
9.44,0.177326,4.2039e-45,0.178276,
9.45,0.177326,3.08286e-44,0.181142,
9.46,0.180184,4.62428e-44,0.177326,
9.47,0.180184,1.68156e-44,0.180184,
9.48,0.179229,2.8026e-44,0.179229,
9.49,0.178276,3.64338e-44,0.181142,
9.5,0.182102,5.60519e-45,0.183064,
9.51,0.185967,2.38221e-44,0.185967,
9.52,0.183064,4.06377e-44,0.184997,
9.53,0.182102,1.96182e-44,0.186939,
9.54,0.184997,4.06377e-44,0.185967,
9.55,0.182102,2.8026e-45,0.19184,
9.56,0.185967,2.10195e-44,0.188892,
9.57,0.188892,4.62428e-44,0.182102,
9.58,0.180184,1.4013e-44,0.183064,
9.59,0.221497,3.64338e-44,0.222557,
9.6,0.169816,2.8026e-45,0.169816,
9.61,0.136332,1.96182e-44,0.137167,
9.62,0.115505,2.52234e-44,0.116275,
9.63,0.115505,7.00649e-45,0.115505,
9.64,0.0867691,2.52234e-44,0.0867691,
9.65,0.110187,1.4013e-45,0.0992045,
9.66,0.0537994,2.38221e-44,0.0537994,
9.67,0.0496349,3.92364e-44,0.0496349,
9.68,0.0399247,1.68156e-44,0.0399247,
9.69,0.0543313,4.2039e-44,0.0564836,
9.7,0.0592305,1.12104e-44,0.0603467,
9.71,0.0660783,3.92364e-44,0.0666652,
9.72,0.0795692,4.06377e-44,0.0808557,
9.73,0.0828043,8.40779e-45,0.0841159,
9.74,0.0451413,2.66247e-44,0.0451413,
9.75,0.0358819,4.48416e-44,0.0363211,
9.76,0.0295946,4.76441e-44,0.0276241,
9.77,0.0124325,1.54143e-44,0.0127065,
9.78,0.0227937,3.22299e-44,0.0231502,
9.79,0.0304004,2.8026e-45,0.0304004,
9.8,0.0284048,1.54143e-44,0.030807,
9.81,0.0284048,3.64338e-44,0.0287989,
9.82,0.0257162,4.76441e-44,0.0253421,
9.83,0.0260928,1.96182e-44,0.0268534,
9.84,0.0257162,0,0.0291955,
9.85,0.0291955,1.54143e-44,0.0295946,
9.86,0.0295946,3.78351e-44,0.0299963,
9.87,0.0291955,4.76441e-44,0.0284048,
9.88,0.0287989,8.40779e-45,0.0304004,
9.89,0.0291955,2.8026e-44,0.0295946,
9.9,0.0291955,4.62428e-44,0.0276241,
9.91,0.0284048,1.12104e-44,0.0287989,
9.92,0.0284048,3.78351e-44,0.0295946,
9.93,0.0264718,0,0.0264718,
9.94,0.0264718,3.36312e-44,0.0268534,
9.95,0.0408506,0,0.0399247,
9.96,0.0417866,8.40779e-45,0.0436886,
9.97,0.0501467,3.08286e-44,0.0501467,
9.98,0.0441703,4.62428e-44,0.0436886,
9.99,0.0441703,1.68156e-44,0.0441703,
10,0.0678466,3.78351e-44,0.0702394,
10.01,0.0795692,1.54143e-44,0.0795692,
10.02,0.0745232,3.92364e-44,0.0751452,
10.03,0.0637556,7.00649e-45,0.0643325,
10.04,0.0672546,2.8026e-44,0.0672546,
10.05,0.0543313,3.50325e-44,0.0581242,
10.06,0.0928854,4.2039e-45,0.0928854,
10.07,0.165204,1.68156e-44,0.167041,
10.08,0.117047,3.22299e-44,0.122523,
10.09,0.0921958,1.4013e-45,0.0921958,
10.1,0.0874387,2.8026e-44,0.090142,
10.11,0.0867691,4.06377e-44,0.0887853,
10.12,0.0795692,7.00649e-45,0.0795692,
10.13,0.0802112,3.50325e-44,0.0847755,
10.14,0.0854375,4.48416e-44,0.0841159,
10.15,0.0977827,8.40779e-45,0.0984923,
10.16,0.0928854,3.50325e-44,0.0928854,
10.17,0.0732867,1.12104e-44,0.0751452,
10.18,0.145653,2.10195e-44,0.192827,
10.19,0.262393,3.64338e-44,0.269347,
10.2,0.257806,4.76441e-44,0.25326,
10.21,0.214145,8.40779e-45,0.215188,
10.22,0.246515,3.08286e-44,0.248753,
10.23,0.261242,4.76441e-44,0.261242,
10.24,0.258949,1.4013e-44,0.258949,
10.25,0.22362,1.68156e-44,0.224685,
10.26,0.225753,3.64338e-44,0.231129,
10.27,0.224685,1.4013e-45,0.227896,
10.28,0.228971,1.68156e-44,0.230049,
10.29,0.230049,4.48416e-44,0.231129,
10.3,0.225753,2.8026e-45,0.230049,
10.31,0.226823,1.26117e-44,0.233297,
10.32,0.231129,4.62428e-44,0.225753,
10.33,0.230049,1.12104e-44,0.230049,
10.34,0.234385,3.64338e-44,0.235475,
10.35,0.237663,4.2039e-44,0.238761,
10.36,0.234385,1.4013e-44,0.235475,
10.37,0.237663,4.06377e-44,0.238761,
10.38,0.235475,1.4013e-45,0.235475,
10.39,0.237663,1.54143e-44,0.2454,
10.4,0.235475,3.64338e-44,0.238761,
10.41,0.235475,0,0.235475,
10.42,0.255528,9.80909e-45,0.257806,
10.43,0.222557,2.8026e-44,0.226823,
